MODIFIER_PATH	MODIFIER_CD	NAME_CHAR	VALTYPE_CD	STD_UNITS	VISIT_IND
\Events\Adverse Events\Dental and oral soft tissue infections\Tooth abscess\	MDR:10044016	Tooth abscess	T		N
\Events\Adverse Events\Dental developmental disorders and anomalies\Tooth development disorder\	MDR:10044030	Tooth development disorder	T		N
\Events\Adverse Events\Dental disorders NEC\Tooth disorder\	MDR:10044034	Tooth disorder	T		N
\Events\Adverse Events\Dental disorders congenital\	MDR:10044036	Dental disorders congenital	T		N
\Events\Adverse Events\Dental disorders NEC\	MDR:10044037	Dental disorders NEC	T		N
\Events\Adverse Events\Dental disorders congenital\Tooth hypoplasia\	MDR:10044041	Tooth hypoplasia	T		N
\Events\Adverse Events\Dental disorders NEC\Tooth impacted\	MDR:10044042	Tooth impacted	T		N
\Events\Adverse Events\Dental disorders NEC\Tooth injury\	MDR:10044043	Tooth injury	T		N
\Events\Adverse Events\Tooth missing\Tooth loss\	MDR:10044044	Tooth loss	T		N
\Events\Adverse Events\Dental developmental disorders and anomalies\Tooth malformation\	MDR:10044046	Tooth malformation	T		N
\Events\Adverse Events\Tooth missing\	MDR:10044048	Tooth missing	T		N
\Events\Adverse Events\Dental pain and sensation disorders\	MDR:10044049	Dental pain and sensation disorders	T		N
\Events\Adverse Events\Dental and gingival therapeutic procedures\Tooth repair\	MDR:10044051	Tooth repair	T		N
\Events\Adverse Events\Dental pain and sensation disorders\Toothache\	MDR:10044055	Toothache	T		N
\Events\Adverse Events\Muscle tone abnormalities\Torticollis\	MDR:10044074	Torticollis	T		N
\Events\Adverse Events\Total fluid volume decreased\	MDR:10044084	Total fluid volume decreased	T		N
\Events\Adverse Events\Total fluid volume increased\	MDR:10044085	Total fluid volume increased	T		N
\Events\Adverse Events\Infections NEC\Toxic shock syndrome\	MDR:10044248	Toxic shock syndrome	T		N
\Events\Adverse Events\Toxicology laboratory analyses\	MDR:10044261	Toxicology laboratory analyses	T		N
\Events\Adverse Events\Toxoplasma infections\Toxoplasmosis\	MDR:10044272	Toxoplasmosis	T		N
\Events\Adverse Events\Tracheal therapeutic procedures\	MDR:10044297	Tracheal therapeutic procedures	T		N
\Events\Adverse Events\Upper respiratory tract infections\Tracheobronchitis\	MDR:10044314	Tracheobronchitis	T		N
\Events\Adverse Events\Tracheal therapeutic procedures\Tracheostomy\	MDR:10044320	Tracheostomy	T		N
\Events\Adverse Events\Respiratory tract and thoracic cavity procedural complications\Tracheostomy malfunction\	MDR:10044322	Tracheostomy malfunction	T		N
\Events\Adverse Events\Psychiatric symptoms NEC\Trance\	MDR:10044334	Trance	T		N
\Events\Adverse Events\Transient cerebrovascular events\	MDR:10044376	Transient cerebrovascular events	T		N
\Events\Adverse Events\Transient cerebrovascular events\Transient ischaemic attack\	MDR:10044390	Transient ischaemic attack	T		N
\Events\Adverse Events\Transplant rejections\Transplant rejection\	MDR:10044439	Transplant rejection	T		N
\Events\Adverse Events\Fracture treatments (excl skull and spine)\	MDR:10044556	Fracture treatments (excl skull and spine)	T		N
\Events\Adverse Events\Tremor (excl congenital)\Tremor\	MDR:10044565	Tremor	T		N
\Events\Adverse Events\Tremor (excl congenital)\	MDR:10044566	Tremor (excl congenital)	T		N
\Events\Adverse Events\Treponema infections\	MDR:10044587	Treponema infections	T		N
\Events\Adverse Events\Thyroid analyses\Tri-iodothyronine\	MDR:10044591	Tri-iodothyronine	T		N
\Events\Adverse Events\Thyroid analyses\Tri-iodothyronine normal\	MDR:10044598	Tri-iodothyronine normal	T		N
\Events\Adverse Events\Trichomonas infections\	MDR:10044618	Trichomonas infections	T		N
\Events\Adverse Events\Trichomonas infections\Trichomoniasis\	MDR:10044620	Trichomoniasis	T		N
\Events\Adverse Events\Pilar disorders NEC\Trichotillomania\	MDR:10044629	Trichotillomania	T		N
\Events\Adverse Events\Tricuspid valvular disorders\	MDR:10044637	Tricuspid valvular disorders	T		N
\Events\Adverse Events\Tricuspid valvular disorders\Tricuspid valve incompetence\	MDR:10044640	Tricuspid valve incompetence	T		N
\Events\Adverse Events\Trigeminal disorders\	MDR:10044645	Trigeminal disorders	T		N
\Events\Adverse Events\Trigeminal disorders\Trigeminal neuralgia\	MDR:10044652	Trigeminal neuralgia	T		N
\Events\Adverse Events\Triglyceride analyses\	MDR:10044657	Triglyceride analyses	T		N
\Events\Adverse Events\Muscle tone abnormalities\Trismus\	MDR:10044684	Trismus	T		N
\Events\Adverse Events\Trophic disorders\	MDR:10044694	Trophic disorders	T		N
\Events\Adverse Events\Trypanosomal infections\	MDR:10044708	Trypanosomal infections	T		N
\Events\Adverse Events\Mycobacteria identification and serology\Tuberculin test negative\	MDR:10044727	Tuberculin test negative	T		N
\Events\Adverse Events\Mycobacteria identification and serology\Tuberculin test positive\	MDR:10044728	Tuberculin test positive	T		N
\Events\Adverse Events\Tuberculous infections\Tuberculosis\	MDR:10044755	Tuberculosis	T		N
\Events\Adverse Events\Tuberculous infections\	MDR:10044756	Tuberculous infections	T		N
\Events\Adverse Events\Francisella infections\Tularaemia\	MDR:10045146	Tularaemia	T		N
\Events\Adverse Events\Visual field disorders\Tunnel vision\	MDR:10045178	Tunnel vision	T		N
\Events\Adverse Events\Tympanic membrane disorders (excl infections)\Tympanic membrane perforation\	MDR:10045210	Tympanic membrane perforation	T		N
\Events\Adverse Events\Inborn errors of lipid metabolism\Type IIa hyperlipidaemia\	MDR:10045261	Type IIa hyperlipidaemia	T		N
\Events\Adverse Events\Inborn errors of lipid metabolism\Type IIb hyperlipidaemia\	MDR:10045263	Type IIb hyperlipidaemia	T		N
\Events\Adverse Events\Salmonella infections\Typhoid fever\	MDR:10045275	Typhoid fever	T		N
\Events\Adverse Events\Ulcers NEC\Ulcer\	MDR:10045285	Ulcer	T		N
\Events\Adverse Events\Upper limb fractures and dislocations\Ulna fracture\	MDR:10045375	Ulna fracture	T		N
\Events\Adverse Events\Mononeuropathies\Ulnar nerve injury\	MDR:10045378	Ulnar nerve injury	T		N
\Events\Adverse Events\Foetal and neonatal imaging procedures\Ultrasound antenatal screen\	MDR:10045399	Ultrasound antenatal screen	T		N
\Events\Adverse Events\Foetal and neonatal imaging procedures\Ultrasound antenatal screen abnormal\	MDR:10045400	Ultrasound antenatal screen abnormal	T		N
\Events\Adverse Events\Foetal and neonatal imaging procedures\Ultrasound antenatal screen normal\	MDR:10045401	Ultrasound antenatal screen normal	T		N
\Events\Adverse Events\Vascular imaging procedures NEC\Ultrasound Doppler\	MDR:10045412	Ultrasound Doppler	T		N
\Events\Adverse Events\Vascular imaging procedures NEC\Ultrasound Doppler abnormal\	MDR:10045413	Ultrasound Doppler abnormal	T		N
\Events\Adverse Events\Vascular imaging procedures NEC\Ultrasound Doppler normal\	MDR:10045414	Ultrasound Doppler normal	T		N
\Events\Adverse Events\Urinary tract imaging procedures\Ultrasound kidney\	MDR:10045421	Ultrasound kidney	T		N
\Events\Adverse Events\Urinary tract imaging procedures\Ultrasound kidney normal\	MDR:10045423	Ultrasound kidney normal	T		N
\Events\Adverse Events\Hepatobiliary imaging procedures\Ultrasound liver\	MDR:10045427	Ultrasound liver	T		N
\Events\Adverse Events\Imaging procedures NEC\Ultrasound scan\	MDR:10045434	Ultrasound scan	T		N
\Events\Adverse Events\Central nervous system imaging procedures\Ultrasound skull\	MDR:10045441	Ultrasound skull	T		N
\Events\Adverse Events\Central nervous system imaging procedures\Ultrasound skull abnormal\	MDR:10045442	Ultrasound skull abnormal	T		N
\Events\Adverse Events\Umbilical hernias\Umbilical hernia\	MDR:10045458	Umbilical hernia	T		N
\Events\Adverse Events\Umbilical hernias\	MDR:10045459	Umbilical hernias	T		N
\Events\Adverse Events\Neurological signs and symptoms NEC\Unresponsive to stimuli\	MDR:10045555	Unresponsive to stimuli	T		N
\Events\Adverse Events\Gastrointestinal haemorrhages\Upper gastrointestinal haemorrhage\	MDR:10046274	Upper gastrointestinal haemorrhage	T		N
\Events\Adverse Events\Upper limb fractures and dislocations\	MDR:10046293	Upper limb fractures and dislocations	T		N
\Events\Adverse Events\Upper respiratory tract infections\Upper respiratory tract infection\	MDR:10046306	Upper respiratory tract infection	T		N
\Events\Adverse Events\Upper respiratory tract infections\	MDR:10046309	Upper respiratory tract infections	T		N
\Events\Adverse Events\Upper respiratory tract signs and symptoms\	MDR:10046313	Upper respiratory tract signs and symptoms	T		N
\Events\Adverse Events\Urinalysis NEC\	MDR:10046512	Urinalysis NEC	T		N
\Events\Adverse Events\Renal and urinary tract injuries NEC\Urinary bladder rupture\	MDR:10046530	Urinary bladder rupture	T		N
\Events\Adverse Events\Bladder and urethral symptoms\Urinary incontinence\	MDR:10046543	Urinary incontinence	T		N
\Events\Adverse Events\Bladder and urethral symptoms\Urinary retention\	MDR:10046555	Urinary retention	T		N
\Events\Adverse Events\Urinary tract imaging procedures\Urinary system X-ray\	MDR:10046558	Urinary system X-ray	T		N
\Events\Adverse Events\Urinary tract histopathology procedures\	MDR:10046569	Urinary tract histopathology procedures	T		N
\Events\Adverse Events\Urinary tract imaging procedures\	MDR:10046570	Urinary tract imaging procedures	T		N
\Events\Adverse Events\Urinary tract infections\Urinary tract infection\	MDR:10046571	Urinary tract infection	T		N
\Events\Adverse Events\Infections - pathogen unspecified\Urinary tract infections\	MDR:10046577	Urinary tract infections	T		N
\Events\Adverse Events\Urinary tract infections\	MDR:10046577	Urinary tract infections	T		N
\Events\Adverse Events\Urinary tract lithiasis (excl renal)\	MDR:10046579	Urinary tract lithiasis (excl renal)	T		N
\Events\Adverse Events\Urinary tract neoplasms benign\	MDR:10046584	Urinary tract neoplasms benign	T		N
\Events\Adverse Events\Urinary tract signs and symptoms NEC\	MDR:10046591	Urinary tract signs and symptoms NEC	T		N
\Events\Adverse Events\Urinary abnormalities\Urine abnormality\	MDR:10046607	Urine abnormality	T		N
\Events\Adverse Events\Urinalysis NEC\Urine analysis\	MDR:10046614	Urine analysis	T		N
\Events\Adverse Events\Urinalysis NEC\Urine potassium decreased\	MDR:10046662	Urine potassium decreased	T		N
\Events\Adverse Events\Urinalysis NEC\Urine sodium normal\	MDR:10046673	Urine sodium normal	T		N
\Events\Adverse Events\Trichomonas infections\Urogenital trichomoniasis\	MDR:10046704	Urogenital trichomoniasis	T		N
\Events\Adverse Events\Urticarias\Urticaria\	MDR:10046735	Urticaria	T		N
\Events\Adverse Events\Urticarias\	MDR:10046736	Urticarias	T		N
\Events\Adverse Events\Urticarias\Urticaria cholinergic\	MDR:10046740	Urticaria cholinergic	T		N
\Events\Adverse Events\Uterine tone disorders\Uterine atony\	MDR:10046763	Uterine atony	T		N
\Events\Adverse Events\Uterine disorders NEC\Uterine disorder\	MDR:10046779	Uterine disorder	T		N
\Events\Adverse Events\Reproductive system haemorrhages\Uterine haemorrhage\	MDR:10046788	Uterine haemorrhage	T		N
\Events\Adverse Events\High risk pregnancies\Uterine inversion\	MDR:10046796	Uterine inversion	T		N
\Events\Adverse Events\Uterine neoplasms benign\Uterine leiomyoma\	MDR:10046798	Uterine leiomyoma	T		N
\Events\Adverse Events\High risk pregnancies\Uterine malposition\	MDR:10046800	Uterine malposition	T		N
\Events\Adverse Events\Uterine neoplasms\	MDR:10046805	Uterine neoplasms	T		N
\Events\Adverse Events\Uterine neoplasms benign\	MDR:10046806	Uterine neoplasms benign	T		N
\Events\Adverse Events\Uterine therapeutic procedures\	MDR:10046808	Uterine therapeutic procedures	T		N
\Events\Adverse Events\Uterine disorders NEC\Uterine pain\	MDR:10046809	Uterine pain	T		N
\Events\Adverse Events\Uterine neoplasms benign\Uterine polyp\	MDR:10046811	Uterine polyp	T		N
\Events\Adverse Events\Uterine disorders NEC\Uterine rupture\	MDR:10046820	Uterine rupture	T		N
\Events\Adverse Events\Reproductive system and breast injuries\Uterine rupture\	MDR:10046820	Uterine rupture	T		N
\Events\Adverse Events\Uterine tone disorders\Uterine spasm\	MDR:10046823	Uterine spasm	T		N
\Events\Adverse Events\Iris and uveal tract infections, irritations and inflammations\Uveitis\	MDR:10046851	Uveitis	T		N
\Events\Adverse Events\Vaccination related complications\Vaccination complication\	MDR:10046861	Vaccination complication	T		N
\Events\Adverse Events\Vaccination related complications\Vaccination failure\	MDR:10046862	Vaccination failure	T		N
\Events\Adverse Events\Vulvovaginal cysts and neoplasms\Vaginal cancer stage 0\	MDR:10046890	Vaginal cancer stage 0	T		N
\Events\Adverse Events\Vulvovaginal signs and symptoms\Vaginal discharge\	MDR:10046901	Vaginal discharge	T		N
\Events\Adverse Events\Vulvovaginal disorders NEC\Vaginal dysplasia\	MDR:10046905	Vaginal dysplasia	T		N
\Events\Adverse Events\Reproductive system haemorrhages\Vaginal haemorrhage\	MDR:10046910	Vaginal haemorrhage	T		N
\Events\Adverse Events\Female reproductive tract infections\Vaginal infection\	MDR:10046914	Vaginal infection	T		N
\Events\Adverse Events\Vaginal and vulval infections and inflammations\Vaginal inflammation\	MDR:10046916	Vaginal inflammation	T		N
\Events\Adverse Events\Reproductive system and breast injuries\Vaginal laceration\	MDR:10046919	Vaginal laceration	T		N
\Events\Adverse Events\Vaginal neoplasms benign\	MDR:10046934	Vaginal neoplasms benign	T		N
\Events\Adverse Events\Vulvovaginal signs and symptoms\Vaginal odour\	MDR:10046935	Vaginal odour	T		N
\Events\Adverse Events\Vulvovaginal disorders NEC\Vaginal ulceration\	MDR:10046943	Vaginal ulceration	T		N
\Events\Adverse Events\Vulvovaginal signs and symptoms\Vaginismus\	MDR:10046947	Vaginismus	T		N
\Events\Adverse Events\Vaginal and vulval infections and inflammations\Vaginitis gardnerella\	MDR:10046957	Vaginitis gardnerella	T		N
\Events\Adverse Events\Autonomic nerve therapeutic procedures\Vagotomy\	MDR:10046963	Vagotomy	T		N
\Events\Adverse Events\Vagus nerve disorders\	MDR:10046967	Vagus nerve disorders	T		N
\Events\Adverse Events\Skin and subcutaneous tissue viral infections\Varicella\	MDR:10046980	Varicella	T		N
\Events\Adverse Events\Varicose veins non-site specific\Varicose vein\	MDR:10046996	Varicose vein	T		N
\Events\Adverse Events\Varicose veins non-site specific\	MDR:10047007	Varicose veins non-site specific	T		N
\Events\Adverse Events\Vascular and lymphatic histopathology procedures\	MDR:10047044	Vascular and lymphatic histopathology procedures	T		N
\Events\Adverse Events\Skin vascular conditions NEC\	MDR:10047053	Skin vascular conditions NEC	T		N
\Events\Adverse Events\Non-site specific vascular disorders NEC\	MDR:10047067	Non-site specific vascular disorders NEC	T		N
\Events\Adverse Events\Vascular imaging procedures NEC\	MDR:10047078	Vascular imaging procedures NEC	T		N
\Events\Adverse Events\Vascular tests NEC (incl blood pressure)\	MDR:10047110	Vascular tests NEC (incl blood pressure)	T		N
\Events\Adverse Events\Vasculitides NEC\Vasculitic rash\	MDR:10047111	Vasculitic rash	T		N
\Events\Adverse Events\Vasculitides\	MDR:10047112	Vasculitides	T		N
\Events\Adverse Events\Vasculitides NEC\	MDR:10047113	Vasculitides NEC	T		N
\Events\Adverse Events\Vasculitides NEC\Vasculitis\	MDR:10047115	Vasculitis	T		N
\Events\Adverse Events\Vasculitides NEC\Vasculitis cerebral\	MDR:10047119	Vasculitis cerebral	T		N
\Events\Adverse Events\Skin vasomotor conditions\	MDR:10047144	Skin vasomotor conditions	T		N
\Events\Adverse Events\Vascular imaging procedures NEC\Venogram\	MDR:10047208	Venogram	T		N
\Events\Adverse Events\Vascular imaging procedures NEC\Venogram normal\	MDR:10047210	Venogram normal	T		N
\Events\Adverse Events\Venous therapeutic procedures\	MDR:10047231	Venous therapeutic procedures	T		N
\Events\Adverse Events\Non-site specific embolism and thrombosis\Venous thrombosis\	MDR:10047249	Venous thrombosis	T		N
\Events\Adverse Events\Ventricular arrhythmias and cardiac arrest\	MDR:10047283	Ventricular arrhythmias and cardiac arrest	T		N
\Events\Adverse Events\Ventricular arrhythmias and cardiac arrest\Ventricular extrasystoles\	MDR:10047289	Ventricular extrasystoles	T		N
\Events\Adverse Events\Myocardial disorders NEC\Ventricular septal defect\	MDR:10047298	Ventricular septal defect	T		N
\Events\Adverse Events\Ventricular arrhythmias and cardiac arrest\Ventricular tachycardia\	MDR:10047302	Ventricular tachycardia	T		N
\Events\Adverse Events\Cerebrospinal fluid shunt therapeutic procedures\Ventriculo-peritoneal shunt\	MDR:10047304	Ventriculo-peritoneal shunt	T		N
\Events\Adverse Events\Vertigos NEC\Vertigo\	MDR:10047340	Vertigo	T		N
\Events\Adverse Events\Vertigos NEC\Vestibular neuronitis\	MDR:10047393	Vestibular neuronitis	T		N
\Events\Adverse Events\Crime victims\	MDR:10047402	Crime victims	T		N
\Events\Adverse Events\VIIIth cranial nerve disorders\	MDR:10047408	VIIIth cranial nerve disorders	T		N
\Events\Adverse Events\Viral infectious disorders\	MDR:10047438	Viral infectious disorders	T		N
\Events\Adverse Events\Viral infections NEC\Viral infection\	MDR:10047461	Viral infection	T		N
\Events\Adverse Events\Viral infections NEC\	MDR:10047465	Viral infections NEC	T		N
\Events\Adverse Events\Viral lower respiratory tract infections\	MDR:10047468	Viral lower respiratory tract infections	T		N
\Events\Adverse Events\Viral upper respiratory tract infections\Viral pharyngitis\	MDR:10047473	Viral pharyngitis	T		N
\Events\Adverse Events\Rashes, eruptions and exanthems NEC\Viral rash\	MDR:10047476	Viral rash	T		N
